name,mpg,cylinders,displacement,horsepower,weight,model_year,origin,acceleration
dodge aspen,0.25531914893617025,0.6,0.40568475452196384,110.0,3620.0,0.6666666666666667,usa,18.7
amc concord d/l,0.2420212765957447,0.6,0.4909560723514212,120.0,3410.0,0.6666666666666667,usa,15.1
chevrolet monte carlo landau,0.2712765957446808,1.0,0.6124031007751938,145.0,3425.0,0.6666666666666667,usa,13.2
buick regal sport coupe (turbo),0.23138297872340421,0.6,0.4211886304909561,165.0,3445.0,0.6666666666666667,usa,13.4
ford futura,0.2420212765957447,1.0,0.6046511627906976,139.0,3205.0,0.6666666666666667,usa,11.2
dodge magnum xe,0.22606382978723402,1.0,,140.0,4080.0,0.6666666666666667,usa,13.7
chevrolet chevette,0.5585106382978723,0.2,0.07751937984496127,68.0,2155.0,0.6666666666666667,usa,16.5
toyota corona,0.4920212765957446,0.2,0.17054263565891475,95.0,2560.0,0.6666666666666667,japan,14.2
datsun 510,0.4840425531914893,0.2,0.13178294573643412,97.0,2300.0,0.6666666666666667,japan,14.7
dodge omni,0.5824468085106382,0.49030612244897964,0.09560723514211888,75.0,2230.0,0.6666666666666667,usa,14.5
toyota celica gt liftback,0.32180851063829785,0.2,0.17054263565891475,95.0,2515.0,0.6666666666666667,japan,14.8
plymouth sapporo,0.37765957446808507,0.2,,105.0,2745.0,0.6666666666666667,usa,16.7
oldsmobile starfire sx,0.3936170212765957,0.2,0.21447028423772613,85.0,2855.0,0.6666666666666667,usa,17.6
datsun 200-sx,0.39627659574468077,0.2,0.13178294573643412,97.0,2405.0,0.6666666666666667,japan,14.9
audi 5000,0.300531914893617,0.39999999999999997,0.16279069767441862,103.0,2830.0,0.6666666666666667,europe,15.9
volvo 264gl,0.2127659574468085,0.6,0.24547803617571062,125.0,3140.0,0.6666666666666667,europe,13.6
saab 99gle,0.3351063829787234,0.2,0.1369509043927649,115.0,2795.0,0.6666666666666667,europe,15.7
peugeot 604sl,0.19148936170212763,0.6,0.24547803617571062,133.0,3410.0,0.6666666666666667,europe,15.8
volkswagen scirocco,0.5984042553191489,0.2,0.05426356589147291,71.0,1990.0,0.6666666666666667,europe,14.9
honda accord lx,0.5452127659574467,0.2,0.07751937984496127,68.0,2135.0,0.6666666666666667,japan,16.6
pontiac lemans v6,0.3324468085106383,0.6,0.4211886304909561,115.0,3245.0,0.7500000000000001,usa,15.4
mercury zephyr 6,0.2872340425531915,0.6,0.3410852713178295,85.0,2990.0,0.7500000000000001,usa,18.2
ford fairmont 4,0.3537234042553191,0.2,,88.0,2890.0,0.7500000000000001,usa,17.3
amc concord dl 6,0.2978723404255319,0.6,0.42377260981912146,90.0,3265.0,0.7500000000000001,usa,18.2
dodge aspen 6,0.30851063829787234,0.6,0.40568475452196384,104.31770833333333,3360.0,0.7500000000000001,usa,16.6
chevrolet caprice classic,0.2127659574468085,1.0,0.6124031007751938,130.0,3840.0,0.7500000000000001,usa,15.4
ford ltd landau,0.22872340425531917,1.0,0.6046511627906976,129.0,,0.7500000000000001,usa,13.4
mercury grand marquis,0.19946808510638298,1.0,0.7312661498708011,138.0,3955.0,0.7500000000000001,usa,13.2
dodge st. regis,0.24468085106382975,1.0,0.6459948320413438,135.0,3830.0,0.7500000000000001,usa,15.2
buick estate wagon (sw),0.21010638297872336,1.0,0.7286821705426356,155.0,4360.0,0.7500000000000001,usa,14.9
ford country squire (sw),0.1728723404255319,1.0,0.7312661498708011,142.0,4054.0,0.7500000000000001,usa,14.3
chevrolet malibu classic (sw),0.2712765957446808,1.0,0.5142118863049095,125.0,3605.0,0.7500000000000001,usa,15.0
chrysler lebaron town @ country (sw),0.25265957446808507,1.0,0.7545219638242895,150.0,3940.0,0.7500000000000001,usa,13.0
vw rabbit custom,0.6090425531914893,0.2,0.05426356589147291,71.0,1925.0,0.7500000000000001,europe,14.0
maxda glc deluxe,0.6675531914893618,0.2,0.04651162790697677,65.0,1975.0,0.7500000000000001,japan,15.2
dodge colt hatchback custom,0.7101063829787234,0.2,0.07751937984496127,80.0,1915.0,0.7500000000000001,usa,14.4
amc spirit dl,0.4893617021276595,0.2,0.1369509043927649,80.0,2670.0,0.7500000000000001,usa,15.0
mercedes benz 300d,0.43617021276595735,0.39999999999999997,0.29715762273901813,77.0,3530.0,0.7500000000000001,europe,20.1
cadillac eldorado,0.3723404255319149,1.0,0.7286821705426356,125.0,3900.0,0.7500000000000001,usa,17.4
peugeot 504,0.4840425531914893,0.2,0.18863049095607237,71.0,3190.0,0.7500000000000001,europe,24.8
oldsmobile cutlass salon brougham,0.39627659574468077,1.0,0.49612403100775193,90.0,3420.0,0.7500000000000001,usa,22.2
plymouth horizon,0.6702127659574468,0.2,0.09560723514211888,70.0,2200.0,0.7500000000000001,usa,13.2
plymouth horizon tc3,0.678191489361702,0.2,0.09560723514211888,70.0,2150.0,0.7500000000000001,usa,14.9
datsun 210,0.6063829787234042,0.2,0.043927648578811374,65.0,2020.0,0.7500000000000001,japan,19.2
fiat strada custom,0.752659574468085,0.2,0.05943152454780365,69.0,2130.0,0.7500000000000001,europe,14.7
buick skylark limited,0.5159574468085105,0.2,0.21447028423772613,90.0,2670.0,0.7500000000000001,usa,16.0
chevrolet citation,0.526595744680851,0.6,0.2713178294573644,115.0,2595.0,0.7500000000000001,usa,11.3
oldsmobile omega brougham,0.4734042553191489,0.6,0.2713178294573644,115.0,2700.0,0.7500000000000001,usa,12.9
pontiac phoenix,0.651595744680851,0.2,0.21447028423772613,90.0,2556.0,0.7500000000000001,usa,13.2
vw rabbit,0.8643617021276595,0.2,0.07751937984496127,76.0,2144.0,0.8333333333333335,europe,14.7
toyota corolla tercel,0.7739361702127658,0.2,0.05426356589147291,60.0,1968.0,0.8333333333333335,japan,18.8
chevrolet chevette,0.6143617021276595,0.2,0.07751937984496127,70.0,2120.0,0.8333333333333335,usa,15.5
datsun 310,0.75,0.2,0.04651162790697677,65.0,2019.0,0.8333333333333335,japan,16.4
chevrolet citation,0.5053191489361701,0.2,0.21447028423772613,90.0,2678.0,0.8333333333333335,usa,16.5
ford fairmont,0.46276595744680843,0.2,0.186046511627907,88.0,2870.0,0.8333333333333335,usa,18.1
amc concord,0.40691489361702127,0.2,0.21447028423772613,90.0,3003.0,0.8333333333333335,usa,20.1
dodge aspen,0.26861702127659576,0.6,0.40568475452196384,90.0,3381.0,0.8333333333333335,usa,18.7
audi 4000,0.6728723404255318,0.2,0.07493540051679592,78.0,2188.0,0.8333333333333335,europe,15.8
toyota corona liftback,0.553191489361702,0.2,0.17054263565891475,90.0,2711.0,0.8333333333333335,japan,15.5
mazda 626,0.5930851063829787,0.2,0.13436692506459952,75.0,2542.0,0.8333333333333335,japan,17.5
datsun 510 hatchback,0.7446808510638296,0.2,0.13178294573643412,92.0,2434.0,0.8333333333333335,japan,15.0
toyota corolla,0.6170212765957447,0.2,0.10335917312661502,75.0,2265.0,0.8333333333333335,japan,15.2
mazda glc,0.9999999999999999,0.2,0.04651162790697677,65.0,2110.0,0.8333333333333335,japan,17.9
dodge colt,0.5026595744680851,0.2,0.227390180878553,105.0,2800.0,0.8333333333333335,usa,14.4
datsun 210,0.8457446808510636,0.2,0.043927648578811374,65.0,2110.0,0.8333333333333335,japan,19.2
vw rabbit c (diesel),0.9388297872340424,0.2,0.05684754521963831,48.0,2085.0,0.8333333333333335,europe,21.7
vw dasher (diesel),0.9148936170212765,0.2,0.05684754521963831,48.0,2335.0,0.8333333333333335,europe,23.7
audi 5000s (diesel),0.728723404255319,0.39999999999999997,0.1369509043927649,67.0,2950.0,0.8333333333333335,europe,19.9
mercedes-benz 240d,0.5585106382978723,0.2,0.20155038759689925,67.0,3250.0,0.8333333333333335,europe,21.8
honda civic 1500 gl,0.9468085106382979,0.2,0.05943152454780365,67.0,1850.0,0.8333333333333335,japan,13.8
renault lecar deluxe,0.8484042553191488,0.2,0.043927648578811374,104.31770833333333,1835.0,0.8333333333333335,europe,17.3
subaru dl,0.6595744680851062,0.2,0.07493540051679592,67.0,2145.0,0.8333333333333335,japan,18.0
vokswagen rabbit,0.553191489361702,0.2,0.05426356589147291,62.0,1845.0,0.8333333333333335,europe,15.3
datsun 280-zx,0.6303191489361702,0.6,0.2583979328165375,132.0,2910.0,0.8333333333333335,japan,11.4
mazda rx-7 gs,0.3909574468085106,0.0,0.00516795865633074,100.0,2420.0,0.8333333333333335,japan,12.5
triumph tr7 coupe,0.6914893617021276,0.2,0.13953488372093026,88.0,2500.0,0.8333333333333335,europe,15.1
ford mustang cobra,0.3882978723404255,0.2,0.186046511627907,104.31770833333333,2905.0,0.8333333333333335,usa,14.3
honda accord,0.6223404255319148,0.2,0.10077519379844965,72.0,2290.0,0.8333333333333335,japan,17.0
plymouth reliant,0.4840425531914893,0.2,0.17312661498708012,84.0,2490.0,0.9166666666666667,usa,15.7
buick skylark,0.46808510638297873,0.2,0.21447028423772613,84.0,2635.0,0.9166666666666667,usa,16.4
dodge aries wagon (sw),0.44680851063829785,0.2,0.227390180878553,92.0,2620.0,0.9166666666666667,usa,14.4
chevrolet citation,0.3856382978723404,0.6,0.2713178294573644,110.0,2725.0,0.9166666666666667,usa,12.6
plymouth reliant,0.5585106382978723,0.2,0.17312661498708012,84.0,2385.0,0.9166666666666667,usa,12.9
toyota starlet,0.800531914893617,0.2,0.028423772609819153,58.0,1755.0,0.9166666666666667,japan,16.9
plymouth champ,0.7978723404255319,0.2,0.04651162790697677,64.0,1875.0,0.9166666666666667,usa,16.4
honda civic 1300,0.6941489361702128,0.2,0.03359173126614995,60.0,1760.0,0.9166666666666667,japan,16.1
subaru,0.6196808510638296,0.2,0.07493540051679592,67.0,2065.0,0.9166666666666667,japan,17.8
datsun 210 mpg,0.7446808510638296,0.2,0.043927648578811374,65.0,1975.0,0.9166666666666667,japan,19.4
toyota tercel,0.7632978723404256,0.2,0.05426356589147291,62.0,2050.0,0.9166666666666667,japan,17.3
mazda glc 4,0.6675531914893618,0.2,0.05943152454780365,68.0,1985.0,0.9166666666666667,japan,16.0
plymouth horizon 4,0.6835106382978724,0.2,0.09560723514211888,63.0,2215.0,0.9166666666666667,usa,14.9
ford escort 4w,0.675531914893617,0.2,0.07751937984496127,65.0,2045.0,0.9166666666666667,usa,16.2
ford escort 2h,0.5558510638297871,0.2,0.07751937984496127,65.0,2380.0,0.9166666666666667,usa,20.7
volkswagen jetta,0.6382978723404256,0.2,0.09560723514211888,74.0,2190.0,0.9166666666666667,europe,14.2
renault 18i,0.678191489361702,0.2,0.08268733850129203,104.31770833333333,2320.0,0.9166666666666667,europe,15.8
honda prelude,0.6569148936170213,0.2,0.10077519379844965,75.0,2210.0,0.9166666666666667,japan,14.4
toyota corolla,0.6223404255319148,0.2,0.10335917312661502,75.0,2350.0,0.9166666666666667,japan,16.8
datsun 200sx,0.6356382978723403,0.2,0.13178294573643412,100.0,2615.0,0.9166666666666667,japan,14.8
mazda 626,0.601063829787234,0.2,0.13436692506459952,74.0,2635.0,0.9166666666666667,japan,18.3
peugeot 505s turbo diesel,0.5079787234042553,0.2,0.18863049095607237,80.0,3230.0,0.9166666666666667,europe,20.4
volvo diesel,0.577127659574468,0.6,0.19896640826873388,76.0,3160.0,0.9166666666666667,europe,19.6
toyota cressida,0.43617021276595735,0.6,0.2583979328165375,116.0,2900.0,0.9166666666666667,japan,12.6
datsun 810 maxima,0.4042553191489361,0.6,0.20155038759689925,120.0,2930.0,0.9166666666666667,japan,13.8
buick century,0.3563829787234042,0.6,0.4211886304909561,110.0,3415.0,0.9166666666666667,usa,15.8
oldsmobile cutlass ls,0.46808510638297873,1.0,0.7286821705426356,105.0,3725.0,0.9166666666666667,usa,19.0
ford granada gl,0.2978723404255319,0.6,0.3410852713178295,88.0,3060.0,0.9166666666666667,usa,17.1
chrysler lebaron salon,0.22872340425531917,0.6,0.40568475452196384,85.0,3465.0,0.9166666666666667,usa,16.6
chevrolet cavalier,0.5053191489361701,0.2,0.1136950904392765,88.0,2605.0,1.0000000000000002,usa,19.6
chevrolet cavalier wagon,0.4787234042553191,0.2,0.1136950904392765,88.0,2640.0,1.0000000000000002,usa,18.6
chevrolet cavalier 2-door,0.6648936170212765,0.2,0.1136950904392765,88.0,2395.0,1.0000000000000002,usa,18.0
pontiac j2000 se hatchback,0.5851063829787233,0.2,0.1136950904392765,85.0,2575.0,1.0000000000000002,usa,16.2
dodge aries se,0.5319148936170213,0.2,0.17312661498708012,84.0,2525.0,1.0000000000000002,usa,16.0
pontiac phoenix,0.4787234042553191,0.2,0.21447028423772613,90.0,2735.0,1.0000000000000002,usa,18.0
ford fairmont futura,0.3989361702127659,0.2,0.186046511627907,92.0,2865.0,1.0000000000000002,usa,16.4
amc concord dl,0.3723404255319149,0.2,0.21447028423772613,104.31770833333333,3035.0,1.0000000000000002,usa,20.5
volkswagen rabbit l,0.7180851063829786,0.2,0.09560723514211888,74.0,1980.0,1.0000000000000002,europe,15.3
mazda glc custom l,0.7446808510638296,0.2,0.05943152454780365,68.0,2025.0,1.0000000000000002,japan,18.2
mazda glc custom,0.5851063829787233,0.2,0.05943152454780365,68.0,1970.0,1.0000000000000002,japan,17.6
plymouth horizon miser,0.7712765957446808,0.2,0.09560723514211888,63.0,2125.0,1.0000000000000002,usa,14.7
mercury lynx l,0.7180851063829786,0.2,0.07751937984496127,70.0,2125.0,1.0000000000000002,usa,17.3
nissan stanza xe,0.7180851063829786,0.2,0.13436692506459952,88.0,2160.0,1.0000000000000002,japan,14.5
honda accord,0.7180851063829786,0.2,0.10077519379844965,75.0,2205.0,1.0000000000000002,japan,14.5
toyota corolla,0.6648936170212765,0.2,0.10335917312661502,70.0,2245.0,1.0000000000000002,japan,16.9
honda civic,0.7712765957446808,0.2,0.05943152454780365,67.0,1965.0,1.0000000000000002,japan,15.0
honda civic (auto),0.6117021276595744,0.2,0.05943152454780365,67.0,1965.0,1.0000000000000002,japan,15.7
datsun 310 gx,0.7712765957446808,0.2,0.05943152454780365,67.0,1995.0,1.0000000000000002,japan,16.2
buick century limited,0.42553191489361697,0.6,0.29198966408268734,110.0,2945.0,1.0000000000000002,usa,16.4
oldsmobile cutlass ciera (diesel),0.7712765957446808,0.6,0.5012919896640827,85.0,3015.0,1.0000000000000002,usa,17.0
chrysler lebaron medallion,0.45212765957446804,0.2,0.227390180878553,92.0,2585.0,1.0000000000000002,usa,14.5
ford granada l,0.3457446808510638,0.6,0.42377260981912146,112.0,2835.0,1.0000000000000002,usa,14.7
toyota celica gt,0.6117021276595744,0.2,0.1963824289405685,96.0,2665.0,1.0000000000000002,japan,13.9
dodge charger 2.2,0.7180851063829786,0.2,0.17312661498708012,84.0,2370.0,1.0000000000000002,usa,13.0
chevrolet camaro,0.4787234042553191,0.2,0.21447028423772613,90.0,2950.0,1.0000000000000002,usa,17.3
ford mustang gl,0.4787234042553191,0.2,0.186046511627907,86.0,2790.0,1.0000000000000002,usa,15.6
vw pickup,0.9308510638297871,0.2,0.07493540051679592,52.0,2130.0,1.0000000000000002,europe,24.6
dodge rampage,0.6117021276595744,0.2,0.17312661498708012,84.0,2295.0,1.0000000000000002,usa,11.6
ford ranger,0.5053191489361701,0.2,0.13436692506459952,79.0,2625.0,1.0000000000000002,usa,18.6
chevy s-10,0.5851063829787233,0.2,0.13178294573643412,82.0,2720.0,1.0000000000000002,usa,19.4
